transaction_id,investor_id,amfi_code,date,transaction_type,amount_rupees,amount_crore,state,age_group,age,city,city_tier,net_amount_crore,data_status
TX006242,INV003939,119598,2023-03-29,Lumpsum,95625.770000,0.009563,Tamil Nadu,26-35,32,Chennai,Tier 1,0.009563,Deterministic illustrative investor transaction
TX014011,INV007255,119718,2023-03-29,Lumpsum,96272.480000,0.009627,Maharashtra,46-55,46,Other City,Tier 3,0.009627,Deterministic illustrative investor transaction
TX006577,INV005033,120843,2023-03-30,SIP,15524.120000,0.001552,Kerala,46-55,55,Kochi,Tier 2,0.001552,Deterministic illustrative investor transaction
TX018841,INV002481,119718,2023-03-30,Lumpsum,93191.780000,0.009319,Karnataka,26-35,35,Other City,Tier 3,0.009319,Deterministic illustrative investor transaction
TX007155,INV006598,133839,2023-03-30,Redemption,68372.070000,0.006837,West Bengal,36-45,37,Kolkata,Tier 1,-0.006837,Deterministic illustrative investor transaction
TX007792,INV004084,146549,2023-03-30,SIP,28549.350000,0.002855,Karnataka,36-45,45,Bengaluru,Tier 1,0.002855,Deterministic illustrative investor transaction
TX005361,INV007625,148404,2023-03-30,SIP,7795.230000,0.000780,West Bengal,36-45,43,Kolkata,Tier 1,0.000780,Deterministic illustrative investor transaction
TX013464,INV009405,119018,2023-03-30,SIP,12026.590000,0.001203,West Bengal,56+,71,Kolkata,Tier 1,0.001203,Deterministic illustrative investor transaction
TX016012,INV006716,120492,2023-03-30,SIP,5792.900000,0.000579,Uttar Pradesh,26-35,33,Lucknow,Tier 2,0.000579,Deterministic illustrative investor transaction
TX015262,INV007945,120586,2023-03-30,SIP,8511.080000,0.000851,Telangana,26-35,33,Hyderabad,Tier 1,0.000851,Deterministic illustrative investor transaction
TX021537,INV003581,118535,2023-03-30,SIP,17527.230000,0.001753,Karnataka,36-45,44,Bengaluru,Tier 1,0.001753,Deterministic illustrative investor transaction
TX016501,INV004993,120564,2023-03-30,SIP,2119.980000,0.000212,Delhi,26-35,34,New Delhi,Tier 1,0.000212,Deterministic illustrative investor transaction
TX007879,INV009329,118632,2023-03-30,SIP,9690.560000,0.000969,Karnataka,36-45,36,Bengaluru,Tier 1,0.000969,Deterministic illustrative investor transaction
TX008319,INV001607,118535,2023-03-30,SIP,7672.940000,0.000767,West Bengal,56+,71,Kolkata,Tier 1,0.000767,Deterministic illustrative investor transaction
TX018328,INV001980,118479,2023-03-30,SIP,12459.080000,0.001246,Tamil Nadu,56+,72,Chennai,Tier 1,0.001246,Deterministic illustrative investor transaction
TX005969,INV002590,140353,2023-03-30,SIP,2862.980000,0.000286,Maharashtra,26-35,26,Mumbai,Tier 1,0.000286,Deterministic illustrative investor transaction
TX007190,INV003882,120030,2023-03-30,SIP,13119.410000,0.001312,Tamil Nadu,36-45,36,Chennai,Tier 1,0.001312,Deterministic illustrative investor transaction
TX006804,INV007049,120030,2023-03-30,SIP,2831.310000,0.000283,Telangana,46-55,55,Hyderabad,Tier 1,0.000283,Deterministic illustrative investor transaction
TX018549,INV005428,120166,2023-03-30,Redemption,127124.930000,0.012712,Karnataka,26-35,33,Bengaluru,Tier 1,-0.012712,Deterministic illustrative investor transaction
TX008022,INV002941,122639,2023-03-30,SIP,17223.100000,0.001722,Uttar Pradesh,56+,59,Lucknow,Tier 2,0.001722,Deterministic illustrative investor transaction
TX018573,INV006484,148404,2023-03-30,Lumpsum,137307.320000,0.013731,Telangana,26-35,28,Hyderabad,Tier 1,0.013731,Deterministic illustrative investor transaction
TX015710,INV000679,120843,2023-03-30,SIP,5720.450000,0.000572,Punjab,36-45,42,Other City,Tier 3,0.000572,Deterministic illustrative investor transaction
TX020672,INV002132,120046,2023-03-31,Lumpsum,76372.150000,0.007637,West Bengal,26-35,26,Kolkata,Tier 1,0.007637,Deterministic illustrative investor transaction
TX004357,INV001847,118535,2023-03-31,Lumpsum,120918.360000,0.012092,Maharashtra,56+,68,Mumbai,Tier 1,0.012092,Deterministic illustrative investor transaction
TX001273,INV003162,120662,2023-03-31,SIP,4435.800000,0.000444,Karnataka,36-45,39,Bengaluru,Tier 1,0.000444,Deterministic illustrative investor transaction
TX013965,INV006886,120392,2023-03-31,Lumpsum,236755.840000,0.023676,Delhi,46-55,52,New Delhi,Tier 1,0.023676,Deterministic illustrative investor transaction
TX002617,INV003402,148404,2023-03-31,SIP,6349.450000,0.000635,Maharashtra,56+,56,Mumbai,Tier 1,0.000635,Deterministic illustrative investor transaction
TX017658,INV002577,118955,2023-03-31,Lumpsum,41028.080000,0.004103,Maharashtra,36-45,39,Mumbai,Tier 1,0.004103,Deterministic illustrative investor transaction
TX009612,INV005796,118617,2023-03-31,SIP,2628.970000,0.000263,Gujarat,26-35,28,Other City,Tier 3,0.000263,Deterministic illustrative investor transaction
TX013983,INV009043,120046,2023-03-31,SIP,2519.030000,0.000252,West Bengal,26-35,31,Kolkata,Tier 1,0.000252,Deterministic illustrative investor transaction
TX006350,INV004448,118632,2023-03-31,SIP,11294.630000,0.001129,West Bengal,56+,56,Kolkata,Tier 1,0.001129,Deterministic illustrative investor transaction
TX015430,INV002582,120392,2023-03-31,SIP,23121.500000,0.002312,Telangana,46-55,50,Hyderabad,Tier 1,0.002312,Deterministic illustrative investor transaction
TX020177,INV002566,129046,2023-03-31,SIP,4729.590000,0.000473,Rajasthan,46-55,53,Jaipur,Tier 2,0.000473,Deterministic illustrative investor transaction
TX015565,INV007125,118955,2023-03-31,SIP,3381.560000,0.000338,Tamil Nadu,36-45,40,Chennai,Tier 1,0.000338,Deterministic illustrative investor transaction
TX008495,INV000202,133839,2023-03-31,SIP,5923.060000,0.000592,Tamil Nadu,36-45,37,Chennai,Tier 1,0.000592,Deterministic illustrative investor transaction
TX009865,INV006416,120046,2023-03-31,Lumpsum,63404.750000,0.006340,Karnataka,26-35,32,Other City,Tier 3,0.006340,Deterministic illustrative investor transaction
TX009950,INV005277,140353,2023-03-31,SIP,7639.420000,0.000764,Gujarat,56+,67,Ahmedabad,Tier 2,0.000764,Deterministic illustrative investor transaction
TX010549,INV004413,119250,2023-03-31,SIP,6778.840000,0.000678,Madhya Pradesh,46-55,51,Other City,Tier 3,0.000678,Deterministic illustrative investor transaction
TX004669,INV007118,119076,2023-03-31,SIP,8538.660000,0.000854,Telangana,26-35,35,Other City,Tier 3,0.000854,Deterministic illustrative investor transaction
TX007229,INV008139,129046,2023-03-31,SIP,2206.500000,0.000221,Maharashtra,18-25,21,Mumbai,Tier 1,0.000221,Deterministic illustrative investor transaction
TX005959,INV000998,122639,2023-04-01,Lumpsum,20497.760000,0.002050,Tamil Nadu,46-55,48,Chennai,Tier 1,0.002050,Deterministic illustrative investor transaction
TX001177,INV007008,120492,2023-04-01,Lumpsum,79847.910000,0.007985,Delhi,36-45,37,New Delhi,Tier 1,0.007985,Deterministic illustrative investor transaction
TX011422,INV002602,118632,2023-04-01,SIP,4470.210000,0.000447,Gujarat,18-25,19,Ahmedabad,Tier 2,0.000447,Deterministic illustrative investor transaction
TX010911,INV001930,120392,2023-04-01,Lumpsum,73142.190000,0.007314,Delhi,26-35,34,New Delhi,Tier 1,0.007314,Deterministic illustrative investor transaction
TX010423,INV007676,120843,2023-04-01,SIP,3647.620000,0.000365,Tamil Nadu,36-45,44,Chennai,Tier 1,0.000365,Deterministic illustrative investor transaction
TX017607,INV007480,120564,2023-04-01,Redemption,42164.520000,0.004216,West Bengal,36-45,41,Kolkata,Tier 1,-0.004216,Deterministic illustrative investor transaction
TX006523,INV008827,120166,2023-04-01,SIP,13244.810000,0.001324,Tamil Nadu,46-55,53,Chennai,Tier 1,0.001324,Deterministic illustrative investor transaction
TX018379,INV005630,122639,2023-04-01,Redemption,7376.080000,0.000738,Maharashtra,26-35,33,Mumbai,Tier 1,-0.000738,Deterministic illustrative investor transaction
TX011672,INV003238,120843,2023-04-01,SIP,6803.340000,0.000680,Delhi,26-35,35,New Delhi,Tier 1,0.000680,Deterministic illustrative investor transaction
TX019376,INV003042,118275,2023-04-01,SIP,3236.090000,0.000324,Delhi,26-35,29,New Delhi,Tier 1,0.000324,Deterministic illustrative investor transaction
TX000241,INV008298,118275,2023-04-01,Lumpsum,105362.110000,0.010536,Tamil Nadu,36-45,40,Chennai,Tier 1,0.010536,Deterministic illustrative investor transaction
TX022740,INV000514,119250,2023-04-01,SIP,5857.700000,0.000586,Karnataka,36-45,44,Bengaluru,Tier 1,0.000586,Deterministic illustrative investor transaction
TX011382,INV006395,118479,2023-04-01,SIP,9180.590000,0.000918,Gujarat,36-45,37,Ahmedabad,Tier 2,0.000918,Deterministic illustrative investor transaction
TX006346,INV006368,119718,2023-04-01,SIP,1343.080000,0.000134,Maharashtra,26-35,35,Mumbai,Tier 1,0.000134,Deterministic illustrative investor transaction
TX008966,INV001260,118531,2023-04-01,SIP,21329.480000,0.002133,Rajasthan,26-35,28,Jaipur,Tier 2,0.002133,Deterministic illustrative investor transaction
TX018384,INV004480,120152,2023-04-01,Lumpsum,76777.910000,0.007678,Telangana,26-35,28,Hyderabad,Tier 1,0.007678,Deterministic illustrative investor transaction
TX019018,INV001642,118424,2023-04-01,Lumpsum,212676.770000,0.021268,Maharashtra,36-45,40,Mumbai,Tier 1,0.021268,Deterministic illustrative investor transaction
TX020490,INV003029,122639,2023-04-01,SIP,17232.160000,0.001723,Uttar Pradesh,46-55,53,Lucknow,Tier 2,0.001723,Deterministic illustrative investor transaction
TX014472,INV007433,118535,2023-04-02,Lumpsum,41563.670000,0.004156,Maharashtra,56+,66,Mumbai,Tier 1,0.004156,Deterministic illustrative investor transaction
TX008970,INV008818,120843,2023-04-02,SIP,23244.700000,0.002324,Maharashtra,46-55,49,Mumbai,Tier 1,0.002324,Deterministic illustrative investor transaction
TX016325,INV002584,120586,2023-04-02,SIP,7531.310000,0.000753,Maharashtra,36-45,44,Mumbai,Tier 1,0.000753,Deterministic illustrative investor transaction
TX016349,INV009276,144546,2023-04-02,SIP,20530.050000,0.002053,Rajasthan,46-55,49,Jaipur,Tier 2,0.002053,Deterministic illustrative investor transaction
TX008118,INV002950,118955,2023-04-02,SIP,4269.790000,0.000427,Maharashtra,36-45,45,Mumbai,Tier 1,0.000427,Deterministic illustrative investor transaction
TX013993,INV006937,120152,2023-04-02,Redemption,143871.440000,0.014387,Tamil Nadu,26-35,28,Chennai,Tier 1,-0.014387,Deterministic illustrative investor transaction
TX019848,INV002714,120046,2023-04-02,Lumpsum,119194.810000,0.011919,Uttar Pradesh,56+,59,Other City,Tier 3,0.011919,Deterministic illustrative investor transaction
TX005513,INV005097,120492,2023-04-02,Redemption,162831.000000,0.016283,Tamil Nadu,56+,61,Chennai,Tier 1,-0.016283,Deterministic illustrative investor transaction
TX016175,INV006093,140353,2023-04-02,Lumpsum,269136.320000,0.026914,Tamil Nadu,26-35,30,Chennai,Tier 1,0.026914,Deterministic illustrative investor transaction
TX005585,INV006028,133839,2023-04-02,Lumpsum,48674.900000,0.004867,Punjab,26-35,27,Ludhiana,Tier 2,0.004867,Deterministic illustrative investor transaction
TX004686,INV002654,118632,2023-04-02,SIP,1708.780000,0.000171,Madhya Pradesh,26-35,33,Indore,Tier 2,0.000171,Deterministic illustrative investor transaction
TX005923,INV004112,119076,2023-04-02,SIP,5425.090000,0.000543,Uttar Pradesh,36-45,45,Lucknow,Tier 2,0.000543,Deterministic illustrative investor transaction
TX005675,INV002024,148404,2023-04-02,SIP,9946.710000,0.000995,Kerala,36-45,37,Kochi,Tier 2,0.000995,Deterministic illustrative investor transaction
TX000800,INV005136,144546,2023-04-02,Redemption,111043.050000,0.011104,Maharashtra,26-35,26,Mumbai,Tier 1,-0.011104,Deterministic illustrative investor transaction
TX012054,INV001094,118955,2023-04-02,Redemption,25417.090000,0.002542,Gujarat,46-55,46,Ahmedabad,Tier 2,-0.002542,Deterministic illustrative investor transaction
TX020376,INV007861,118269,2023-04-02,Lumpsum,171689.240000,0.017169,Uttar Pradesh,36-45,42,Lucknow,Tier 2,0.017169,Deterministic illustrative investor transaction
TX004983,INV006362,141925,2023-04-02,Redemption,54891.410000,0.005489,Tamil Nadu,26-35,26,Chennai,Tier 1,-0.005489,Deterministic illustrative investor transaction
TX020452,INV005365,120492,2023-04-03,Lumpsum,37657.910000,0.003766,Kerala,18-25,20,Kochi,Tier 2,0.003766,Deterministic illustrative investor transaction
TX000021,INV004745,133839,2023-04-03,Lumpsum,29249.430000,0.002925,Rajasthan,46-55,53,Jaipur,Tier 2,0.002925,Deterministic illustrative investor transaction
TX003241,INV005094,120492,2023-04-03,SIP,3087.990000,0.000309,Maharashtra,18-25,25,Mumbai,Tier 1,0.000309,Deterministic illustrative investor transaction
TX008091,INV002122,146549,2023-04-03,SIP,9701.270000,0.000970,Delhi,46-55,49,New Delhi,Tier 1,0.000970,Deterministic illustrative investor transaction
TX003001,INV002717,119250,2023-04-03,Lumpsum,179793.980000,0.017979,Maharashtra,36-45,39,Mumbai,Tier 1,0.017979,Deterministic illustrative investor transaction
TX005457,INV000091,118535,2023-04-03,Lumpsum,116714.950000,0.011671,Maharashtra,46-55,55,Mumbai,Tier 1,0.011671,Deterministic illustrative investor transaction
TX000564,INV006631,120492,2023-04-03,Lumpsum,92205.560000,0.009221,Karnataka,26-35,28,Bengaluru,Tier 1,0.009221,Deterministic illustrative investor transaction
TX013471,INV002968,118955,2023-04-03,SIP,3040.480000,0.000304,Punjab,56+,72,Ludhiana,Tier 2,0.000304,Deterministic illustrative investor transaction
TX000878,INV009002,148404,2023-04-03,SIP,3488.540000,0.000349,Gujarat,36-45,43,Ahmedabad,Tier 2,0.000349,Deterministic illustrative investor transaction
TX009632,INV001102,118955,2023-04-03,SIP,7064.280000,0.000706,Karnataka,26-35,30,Other City,Tier 3,0.000706,Deterministic illustrative investor transaction
TX023647,INV008435,120492,2023-04-03,SIP,3908.510000,0.000391,Delhi,56+,61,New Delhi,Tier 1,0.000391,Deterministic illustrative investor transaction
TX005816,INV003849,120392,2023-04-03,Redemption,95561.000000,0.009556,Maharashtra,26-35,29,Mumbai,Tier 1,-0.009556,Deterministic illustrative investor transaction
TX001031,INV005248,122639,2023-04-04,SIP,8613.570000,0.000861,Karnataka,26-35,29,Bengaluru,Tier 1,0.000861,Deterministic illustrative investor transaction
TX019770,INV000187,122639,2023-04-04,SIP,6804.830000,0.000680,Telangana,56+,64,Hyderabad,Tier 1,0.000680,Deterministic illustrative investor transaction
TX005967,INV001858,118531,2023-04-04,SIP,9921.420000,0.000992,Tamil Nadu,36-45,43,Chennai,Tier 1,0.000992,Deterministic illustrative investor transaction
TX021937,INV007451,118269,2023-04-04,SIP,2485.830000,0.000249,Maharashtra,18-25,21,Mumbai,Tier 1,0.000249,Deterministic illustrative investor transaction
TX021882,INV005757,120166,2023-04-04,SIP,11744.770000,0.001174,Tamil Nadu,36-45,41,Chennai,Tier 1,0.001174,Deterministic illustrative investor transaction
TX011510,INV007952,118535,2023-04-04,Lumpsum,91098.900000,0.009110,Uttar Pradesh,36-45,42,Lucknow,Tier 2,0.009110,Deterministic illustrative investor transaction
TX000118,INV006965,120656,2023-04-04,SIP,8469.630000,0.000847,Karnataka,36-45,36,Bengaluru,Tier 1,0.000847,Deterministic illustrative investor transaction
TX003488,INV009164,140353,2023-04-04,Redemption,413220.200000,0.041322,Madhya Pradesh,46-55,55,Indore,Tier 2,-0.041322,Deterministic illustrative investor transaction
TX018151,INV006531,119250,2023-04-04,SIP,7731.350000,0.000773,Delhi,36-45,37,New Delhi,Tier 1,0.000773,Deterministic illustrative investor transaction
TX012039,INV001389,118275,2023-04-04,SIP,18527.400000,0.001853,Uttar Pradesh,36-45,44,Lucknow,Tier 2,0.001853,Deterministic illustrative investor transaction
TX018932,INV007851,118535,2023-04-04,SIP,8887.820000,0.000889,Maharashtra,26-35,31,Mumbai,Tier 1,0.000889,Deterministic illustrative investor transaction
TX009996,INV004576,144546,2023-04-04,SIP,16045.260000,0.001605,Uttar Pradesh,36-45,36,Lucknow,Tier 2,0.001605,Deterministic illustrative investor transaction
TX022506,INV002739,140353,2023-04-04,SIP,9943.150000,0.000994,Delhi,46-55,46,New Delhi,Tier 1,0.000994,Deterministic illustrative investor transaction
TX018746,INV000336,118535,2023-04-04,SIP,9395.230000,0.000940,West Bengal,56+,59,Kolkata,Tier 1,0.000940,Deterministic illustrative investor transaction
TX015763,INV001615,129046,2023-04-04,Redemption,121303.530000,0.012130,Gujarat,18-25,23,Ahmedabad,Tier 2,-0.012130,Deterministic illustrative investor transaction
TX013996,INV005836,120843,2023-04-04,SIP,5020.860000,0.000502,Karnataka,56+,70,Bengaluru,Tier 1,0.000502,Deterministic illustrative investor transaction
TX004786,INV008916,118535,2023-04-04,Redemption,116591.690000,0.011659,Maharashtra,46-55,49,Mumbai,Tier 1,-0.011659,Deterministic illustrative investor transaction
TX007429,INV006695,146549,2023-04-04,SIP,1889.240000,0.000189,Karnataka,56+,72,Bengaluru,Tier 1,0.000189,Deterministic illustrative investor transaction
TX002014,INV001871,141925,2023-04-04,Lumpsum,214726.330000,0.021473,West Bengal,36-45,38,Kolkata,Tier 1,0.021473,Deterministic illustrative investor transaction
TX011379,INV004280,118632,2023-04-05,SIP,9862.510000,0.000986,Karnataka,56+,61,Bengaluru,Tier 1,0.000986,Deterministic illustrative investor transaction
TX019103,INV000957,119076,2023-04-05,SIP,2776.370000,0.000278,Maharashtra,46-55,50,Other City,Tier 3,0.000278,Deterministic illustrative investor transaction
TX019718,INV009496,120492,2023-04-05,SIP,9109.950000,0.000911,West Bengal,26-35,35,Kolkata,Tier 1,0.000911,Deterministic illustrative investor transaction
TX003824,INV005538,129046,2023-04-05,SIP,5811.240000,0.000581,Punjab,36-45,42,Other City,Tier 3,0.000581,Deterministic illustrative investor transaction
TX007897,INV001745,118269,2023-04-05,Lumpsum,206254.550000,0.020625,Rajasthan,36-45,36,Jaipur,Tier 2,0.020625,Deterministic illustrative investor transaction
TX013772,INV003805,146549,2023-04-05,Redemption,49508.450000,0.004951,Gujarat,26-35,28,Other City,Tier 3,-0.004951,Deterministic illustrative investor transaction
TX012226,INV002199,119076,2023-04-05,Lumpsum,105911.730000,0.010591,Gujarat,46-55,51,Ahmedabad,Tier 2,0.010591,Deterministic illustrative investor transaction
TX011522,INV005757,118617,2023-04-05,SIP,9428.440000,0.000943,Punjab,26-35,31,Ludhiana,Tier 2,0.000943,Deterministic illustrative investor transaction
TX019854,INV000008,120843,2023-04-05,Lumpsum,30666.350000,0.003067,Rajasthan,36-45,40,Jaipur,Tier 2,0.003067,Deterministic illustrative investor transaction
TX002148,INV004848,140353,2023-04-05,SIP,15421.370000,0.001542,West Bengal,26-35,34,Kolkata,Tier 1,0.001542,Deterministic illustrative investor transaction
TX013728,INV003324,118632,2023-04-05,Lumpsum,142456.000000,0.014246,Maharashtra,36-45,39,Mumbai,Tier 1,0.014246,Deterministic illustrative investor transaction
TX014370,INV003602,120586,2023-04-05,SIP,8580.200000,0.000858,Madhya Pradesh,26-35,33,Indore,Tier 2,0.000858,Deterministic illustrative investor transaction
TX005735,INV006782,118632,2023-04-06,SIP,5507.190000,0.000551,Karnataka,26-35,34,Other City,Tier 3,0.000551,Deterministic illustrative investor transaction
TX012786,INV007783,119292,2023-04-06,Lumpsum,96591.290000,0.009659,Karnataka,36-45,41,Bengaluru,Tier 1,0.009659,Deterministic illustrative investor transaction
TX010296,INV001514,119160,2023-04-06,SIP,22296.110000,0.002230,Karnataka,46-55,53,Other City,Tier 3,0.002230,Deterministic illustrative investor transaction
TX005929,INV002861,120264,2023-04-06,SIP,3871.630000,0.000387,Gujarat,26-35,26,Ahmedabad,Tier 2,0.000387,Deterministic illustrative investor transaction
TX006916,INV008771,120046,2023-04-06,SIP,2632.980000,0.000263,Delhi,36-45,37,New Delhi,Tier 1,0.000263,Deterministic illustrative investor transaction
TX022107,INV008399,118275,2023-04-06,SIP,5831.370000,0.000583,West Bengal,26-35,30,Kolkata,Tier 1,0.000583,Deterministic illustrative investor transaction
TX016156,INV004742,120586,2023-04-06,SIP,6335.980000,0.000634,Gujarat,46-55,47,Ahmedabad,Tier 2,0.000634,Deterministic illustrative investor transaction
TX022242,INV002317,118632,2023-04-06,SIP,4317.880000,0.000432,Maharashtra,18-25,23,Mumbai,Tier 1,0.000432,Deterministic illustrative investor transaction
TX002772,INV002012,119250,2023-04-06,Redemption,107521.540000,0.010752,Gujarat,36-45,43,Ahmedabad,Tier 2,-0.010752,Deterministic illustrative investor transaction
TX011053,INV009237,118535,2023-04-06,Lumpsum,111321.710000,0.011132,Karnataka,26-35,31,Bengaluru,Tier 1,0.011132,Deterministic illustrative investor transaction
TX011766,INV008063,119598,2023-04-06,Lumpsum,77936.920000,0.007794,Rajasthan,36-45,37,Jaipur,Tier 2,0.007794,Deterministic illustrative investor transaction
TX004641,INV002789,120046,2023-04-06,Redemption,109618.670000,0.010962,Delhi,26-35,26,New Delhi,Tier 1,-0.010962,Deterministic illustrative investor transaction
TX008034,INV001446,120392,2023-04-06,Redemption,51301.800000,0.005130,Maharashtra,26-35,31,Mumbai,Tier 1,-0.005130,Deterministic illustrative investor transaction
TX004435,INV002530,118535,2023-04-06,SIP,6096.910000,0.000610,Telangana,26-35,27,Hyderabad,Tier 1,0.000610,Deterministic illustrative investor transaction
TX016575,INV005949,140353,2023-04-06,SIP,25394.130000,0.002539,Maharashtra,36-45,36,Mumbai,Tier 1,0.002539,Deterministic illustrative investor transaction
TX019612,INV002239,122639,2023-04-07,SIP,5989.220000,0.000599,Gujarat,26-35,31,Ahmedabad,Tier 2,0.000599,Deterministic illustrative investor transaction
TX014775,INV005932,120152,2023-04-07,SIP,6137.700000,0.000614,Maharashtra,26-35,35,Mumbai,Tier 1,0.000614,Deterministic illustrative investor transaction
TX017567,INV006277,118632,2023-04-07,SIP,8093.960000,0.000809,Uttar Pradesh,46-55,48,Lucknow,Tier 2,0.000809,Deterministic illustrative investor transaction
TX017176,INV008350,120492,2023-04-07,SIP,3808.630000,0.000381,Karnataka,26-35,32,Bengaluru,Tier 1,0.000381,Deterministic illustrative investor transaction
TX008314,INV000823,118632,2023-04-07,SIP,5845.880000,0.000585,Karnataka,18-25,21,Bengaluru,Tier 1,0.000585,Deterministic illustrative investor transaction
TX023464,INV002579,120586,2023-04-07,Redemption,26894.130000,0.002689,West Bengal,26-35,33,Kolkata,Tier 1,-0.002689,Deterministic illustrative investor transaction
TX008741,INV000458,120152,2023-04-07,Redemption,136577.240000,0.013658,Maharashtra,26-35,29,Mumbai,Tier 1,-0.013658,Deterministic illustrative investor transaction
TX016190,INV006120,120492,2023-04-07,SIP,6949.930000,0.000695,Telangana,36-45,43,Hyderabad,Tier 1,0.000695,Deterministic illustrative investor transaction
TX013043,INV003206,120166,2023-04-07,Lumpsum,312225.120000,0.031223,Delhi,56+,66,New Delhi,Tier 1,0.031223,Deterministic illustrative investor transaction
TX016505,INV002403,120392,2023-04-07,SIP,6445.870000,0.000645,Kerala,46-55,49,Other City,Tier 3,0.000645,Deterministic illustrative investor transaction
TX009586,INV004094,119018,2023-04-07,SIP,2483.260000,0.000248,Delhi,18-25,25,New Delhi,Tier 1,0.000248,Deterministic illustrative investor transaction
TX022669,INV006870,119160,2023-04-07,SIP,1498.380000,0.000150,Maharashtra,18-25,19,Mumbai,Tier 1,0.000150,Deterministic illustrative investor transaction
TX016423,INV009153,122639,2023-04-07,Lumpsum,18760.450000,0.001876,Karnataka,36-45,37,Bengaluru,Tier 1,0.001876,Deterministic illustrative investor transaction
TX004939,INV001012,129046,2023-04-07,Lumpsum,17020.080000,0.001702,Karnataka,36-45,40,Other City,Tier 3,0.001702,Deterministic illustrative investor transaction
TX015456,INV000186,129046,2023-04-07,SIP,4223.290000,0.000422,Kerala,36-45,41,Kochi,Tier 2,0.000422,Deterministic illustrative investor transaction
TX012540,INV004187,118479,2023-04-07,Redemption,88380.270000,0.008838,Delhi,26-35,35,New Delhi,Tier 1,-0.008838,Deterministic illustrative investor transaction
TX015213,INV005547,118535,2023-04-08,SIP,7108.320000,0.000711,Gujarat,36-45,38,Ahmedabad,Tier 2,0.000711,Deterministic illustrative investor transaction
TX016646,INV002195,141925,2023-04-08,SIP,8035.960000,0.000804,Punjab,18-25,19,Ludhiana,Tier 2,0.000804,Deterministic illustrative investor transaction
TX012419,INV009409,120166,2023-04-08,Lumpsum,69771.040000,0.006977,Tamil Nadu,56+,56,Chennai,Tier 1,0.006977,Deterministic illustrative investor transaction
TX021603,INV002437,118531,2023-04-08,SIP,6084.370000,0.000608,Gujarat,36-45,36,Other City,Tier 3,0.000608,Deterministic illustrative investor transaction
TX016029,INV002705,118424,2023-04-08,SIP,5532.340000,0.000553,Madhya Pradesh,18-25,20,Indore,Tier 2,0.000553,Deterministic illustrative investor transaction
TX014892,INV000986,120264,2023-04-08,Lumpsum,78054.490000,0.007805,Maharashtra,56+,56,Mumbai,Tier 1,0.007805,Deterministic illustrative investor transaction
TX018783,INV009407,119018,2023-04-08,Lumpsum,101124.350000,0.010112,Maharashtra,26-35,32,Other City,Tier 3,0.010112,Deterministic illustrative investor transaction
TX004258,INV000920,129046,2023-04-08,Lumpsum,265418.540000,0.026542,Delhi,18-25,19,New Delhi,Tier 1,0.026542,Deterministic illustrative investor transaction
TX010029,INV005087,120843,2023-04-08,SIP,3802.670000,0.000380,Uttar Pradesh,18-25,18,Lucknow,Tier 2,0.000380,Deterministic illustrative investor transaction
TX017910,INV004042,119160,2023-04-08,SIP,6481.210000,0.000648,Uttar Pradesh,26-35,34,Lucknow,Tier 2,0.000648,Deterministic illustrative investor transaction
TX003633,INV005496,120166,2023-04-08,Redemption,61741.010000,0.006174,Maharashtra,26-35,31,Mumbai,Tier 1,-0.006174,Deterministic illustrative investor transaction
TX008841,INV003480,120030,2023-04-08,SIP,3075.040000,0.000308,Maharashtra,26-35,29,Other City,Tier 3,0.000308,Deterministic illustrative investor transaction
TX020959,INV001907,119076,2023-04-08,SIP,7818.390000,0.000782,Telangana,46-55,48,Hyderabad,Tier 1,0.000782,Deterministic illustrative investor transaction
TX011707,INV003695,120843,2023-04-08,SIP,6881.340000,0.000688,Delhi,36-45,40,New Delhi,Tier 1,0.000688,Deterministic illustrative investor transaction
TX019965,INV003121,120843,2023-04-08,SIP,9790.030000,0.000979,Maharashtra,46-55,54,Mumbai,Tier 1,0.000979,Deterministic illustrative investor transaction
TX016005,INV000390,122639,2023-04-08,SIP,7330.540000,0.000733,Delhi,56+,68,New Delhi,Tier 1,0.000733,Deterministic illustrative investor transaction
TX004093,INV002998,148404,2023-04-08,SIP,15485.280000,0.001549,Delhi,36-45,43,New Delhi,Tier 1,0.001549,Deterministic illustrative investor transaction
TX005006,INV007919,118955,2023-04-08,Lumpsum,65328.690000,0.006533,Karnataka,36-45,36,Bengaluru,Tier 1,0.006533,Deterministic illustrative investor transaction
TX003253,INV009298,140353,2023-04-08,Lumpsum,81044.670000,0.008104,Kerala,18-25,18,Kochi,Tier 2,0.008104,Deterministic illustrative investor transaction
TX006939,INV008364,118955,2023-04-08,SIP,3201.860000,0.000320,Kerala,36-45,42,Other City,Tier 3,0.000320,Deterministic illustrative investor transaction
TX021004,INV003046,119076,2023-04-09,SIP,8962.620000,0.000896,Maharashtra,36-45,38,Mumbai,Tier 1,0.000896,Deterministic illustrative investor transaction
TX005760,INV007961,129046,2023-04-09,SIP,1540.470000,0.000154,Punjab,26-35,30,Ludhiana,Tier 2,0.000154,Deterministic illustrative investor transaction
TX003667,INV007786,148404,2023-04-09,Lumpsum,79882.670000,0.007988,Delhi,18-25,22,New Delhi,Tier 1,0.007988,Deterministic illustrative investor transaction
TX021924,INV008187,120662,2023-04-09,Lumpsum,32560.320000,0.003256,Maharashtra,36-45,40,Mumbai,Tier 1,0.003256,Deterministic illustrative investor transaction
